accession	package	ncbiBioProjectAccession	biosampleGoldId	studyGoldId	env_broad_scale	env_broad_scale_mixs	env_broad_scale_mixs_via_obsolescence	is_biome	env_local_scale	env_local_scale_mixs	env_local_scale_mixs_via_obsolescence	is_selected_abp	env_medium	env_medium_mixs	env_medium_mixs_via_obsolescence	is_env_mat
SAMEA7723513	Generic.1.0	PRJEB42019	Gb0315871	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	animal-associated habitat		False	False	feces	feces [UBERON:0001988]	False	False
SAMEA7723514	Generic.1.0	PRJEB42019	Gb0315872	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	animal-associated habitat		False	False	feces	feces [UBERON:0001988]	False	False
SAMEA7723515	Generic.1.0	PRJEB42019	Gb0315873	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	animal-associated habitat		False	False	feces	feces [UBERON:0001988]	False	False
SAMEA7723516	Generic.1.0	PRJEB42019	Gb0315874	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	animal-associated habitat		False	False	feces	feces [UBERON:0001988]	False	False
SAMEA7723517	Generic.1.0	PRJEB42019	Gb0315875	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	animal-associated habitat		False	False	feces	feces [UBERON:0001988]	False	False
SAMEA7723518	Generic.1.0	PRJEB42019	Gb0315876	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	animal-associated habitat		False	False	feces	feces [UBERON:0001988]	False	False
SAMEA7723519	Generic.1.0	PRJEB42019	Gb0315877	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	animal-associated habitat		False	False	feces	feces [UBERON:0001988]	False	False
SAMEA7723520	Generic.1.0	PRJEB42019	Gb0315878	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	animal-associated habitat		False	False	feces	feces [UBERON:0001988]	False	False
SAMEA7723521	Generic.1.0	PRJEB42019	Gb0315879	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	animal-associated habitat		False	False	feces	feces [UBERON:0001988]	False	False
SAMEA7723522	Generic.1.0	PRJEB42019	Gb0315880	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	animal-associated habitat		False	False	feces	feces [UBERON:0001988]	False	False
SAMEA7723523	Generic.1.0	PRJEB42019	Gb0315881	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	animal-associated habitat		False	False	feces	feces [UBERON:0001988]	False	False
SAMEA7723524	Generic.1.0	PRJEB42019	Gb0315882	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	animal-associated habitat		False	False	feces	feces [UBERON:0001988]	False	False
SAMEA7723525	Generic.1.0	PRJEB42019	Gb0315883	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	animal-associated habitat		False	False	feces	feces [UBERON:0001988]	False	False
SAMEA7723526	Generic.1.0	PRJEB42019	Gb0315884	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	animal-associated habitat		False	False	feces	feces [UBERON:0001988]	False	False
SAMEA7723527	Generic.1.0	PRJEB42019	Gb0315885	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	animal-associated habitat		False	False	feces	feces [UBERON:0001988]	False	False
SAMEA7723528	Generic.1.0	PRJEB42019	Gb0315886	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	animal-associated habitat		False	False	feces	feces [UBERON:0001988]	False	False
SAMEA7723529	Generic.1.0	PRJEB42019	Gb0315887	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	animal-associated habitat		False	False	feces	feces [UBERON:0001988]	False	False
SAMEA7723530	Generic.1.0	PRJEB42019	Gb0315888	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	animal-associated habitat		False	False	feces	feces [UBERON:0001988]	False	False
SAMEA7723531	Generic.1.0	PRJEB42019	Gb0315889	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	animal-associated habitat		False	False	feces	feces [UBERON:0001988]	False	False
SAMEA7723532	Generic.1.0	PRJEB42019	Gb0315890	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	animal-associated habitat		False	False	feces	feces [UBERON:0001988]	False	False
SAMEA7723533	Generic.1.0	PRJEB42019	Gb0315891	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	animal-associated habitat		False	False	feces	feces [UBERON:0001988]	False	False
SAMEA7723534	Generic.1.0	PRJEB42019	Gb0315892	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	animal-associated habitat		False	False	feces	feces [UBERON:0001988]	False	False
SAMEA7723535	Generic.1.0	PRJEB42019	Gb0315893	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	animal-associated habitat		False	False	feces	feces [UBERON:0001988]	False	False
SAMEA7723536	Generic.1.0	PRJEB42019	Gb0315894	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	animal-associated habitat		False	False	feces	feces [UBERON:0001988]	False	False
SAMEA7723537	Generic.1.0	PRJEB42019	Gb0315895	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	animal-associated habitat		False	False	feces	feces [UBERON:0001988]	False	False
SAMEA7723538	Generic.1.0	PRJEB42019	Gb0315896	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	animal-associated habitat		False	False	feces	feces [UBERON:0001988]	False	False
SAMEA7723539	Generic.1.0	PRJEB42019	Gb0297354	Gs0154244	marine pelagic biome	marine pelagic biome [ENVO:01000023]	False	True	coastal water body	coastal water body [ENVO:02000049]	False	True	coastal water		False	False
SAMEA7723540	Generic.1.0	PRJEB42019	Gb0297355	Gs0154244	marine pelagic biome	marine pelagic biome [ENVO:01000023]	False	True	coastal water body	coastal water body [ENVO:02000049]	False	True	coastal water		False	False
SAMEA7723541	Generic.1.0	PRJEB42019	Gb0297356	Gs0154244	marine pelagic biome	marine pelagic biome [ENVO:01000023]	False	True	coastal water body	coastal water body [ENVO:02000049]	False	True	coastal water		False	False
SAMEA7723542	Generic.1.0	PRJEB42019	Gb0297357	Gs0154244	marine pelagic biome	marine pelagic biome [ENVO:01000023]	False	True	coastal water body	coastal water body [ENVO:02000049]	False	True	coastal water		False	False
SAMEA7723543	Generic.1.0	PRJEB42019	Gb0297358	Gs0154244	marine sediment	marine sediment [ENVO:03000033]	False	False	coastal water body	coastal water body [ENVO:02000049]	False	True	sediment	sediment [ENVO:00002007]	False	True
SAMEA7723544	Generic.1.0	PRJEB42019	Gb0297359	Gs0154244	marine sediment	marine sediment [ENVO:03000033]	False	False	coastal water body	coastal water body [ENVO:02000049]	False	True	sediment	sediment [ENVO:00002007]	False	True
SAMEA7723545	Generic.1.0	PRJEB42019	Gb0315449	Gs0154244	dense settlement biome	dense settlement biome [ENVO:01000248]	False	True	mine	mine [ENVO:00000076]	False	True	rock	rock [ENVO:00001995]	False	True
SAMEA7723546	Generic.1.0	PRJEB42019	Gb0315450	Gs0154244	dense settlement biome	dense settlement biome [ENVO:01000248]	False	True	mine	mine [ENVO:00000076]	False	True	rock	rock [ENVO:00001995]	False	True
SAMEA7723547	Generic.1.0	PRJEB42019	Gb0315451	Gs0154244	dense settlement biome	dense settlement biome [ENVO:01000248]	False	True	mine	mine [ENVO:00000076]	False	True	rock	rock [ENVO:00001995]	False	True
SAMEA7723548	Generic.1.0	PRJEB42019	Gb0315452	Gs0154244	dense settlement biome	dense settlement biome [ENVO:01000248]	False	True	mine	mine [ENVO:00000076]	False	True	rock	rock [ENVO:00001995]	False	True
SAMEA7723549	Generic.1.0	PRJEB42019	Gb0315453	Gs0154244	dense settlement biome	dense settlement biome [ENVO:01000248]	False	True	mine	mine [ENVO:00000076]	False	True	rock	rock [ENVO:00001995]	False	True
SAMEA7723550	Generic.1.0	PRJEB42019	Gb0315459	Gs0154244	dense settlement biome	dense settlement biome [ENVO:01000248]	False	True	mine	mine [ENVO:00000076]	False	True	groundwater	groundwater [ENVO:01001004]	False	True
SAMEA7723551	Generic.1.0	PRJEB42019	Gb0315690	Gs0154244	subpolar coniferous forest biome	subpolar coniferous forest biome [ENVO:01000250]	False	True	bog		False	False	soil	soil [ENVO:00001998]	False	True
SAMEA7723552	Generic.1.0	PRJEB42019	Gb0315691	Gs0154244	subpolar coniferous forest biome	subpolar coniferous forest biome [ENVO:01000250]	False	True	bog		False	False	soil	soil [ENVO:00001998]	False	True
SAMEA7723553	Generic.1.0	PRJEB42019	Gb0315692	Gs0154244	subpolar coniferous forest biome	subpolar coniferous forest biome [ENVO:01000250]	False	True	cliff	cliff [ENVO:00000087]	False	True	rock	rock [ENVO:00001995]	False	True
SAMEA7723554	Generic.1.0	PRJEB42019	Gb0297360	Gs0154244	marine reef biome	marine reef biome [ENVO:01000029]	False	True	coral reef	coral reef [ENVO:00000150]	False	True	organic material	organic material [ENVO:01000155]	False	True
SAMEA7723555	Generic.1.0	PRJEB42019	Gb0297361	Gs0154244	marine reef biome	marine reef biome [ENVO:01000029]	False	True	coral reef	coral reef [ENVO:00000150]	False	True	organic material	organic material [ENVO:01000155]	False	True
SAMEA7723556	Generic.1.0	PRJEB42019	Gb0297362	Gs0154244	marine reef biome	marine reef biome [ENVO:01000029]	False	True	coral reef	coral reef [ENVO:00000150]	False	True	organic material	organic material [ENVO:01000155]	False	True
SAMEA7723557	Generic.1.0	PRJEB42019	Gb0297363	Gs0154244	marine reef biome	marine reef biome [ENVO:01000029]	False	True	coral reef	coral reef [ENVO:00000150]	False	True	organic material	organic material [ENVO:01000155]	False	True
SAMEA7723558	Generic.1.0	PRJEB42019	Gb0297364	Gs0154244	marine reef biome	marine reef biome [ENVO:01000029]	False	True	coral reef	coral reef [ENVO:00000150]	False	True	organic material	organic material [ENVO:01000155]	False	True
SAMEA7723559	Generic.1.0	PRJEB42019	Gb0297365	Gs0154244	marine reef biome	marine reef biome [ENVO:01000029]	False	True	coral reef	coral reef [ENVO:00000150]	False	True	mucus	mucus [UBERON:0000912]	False	False
SAMEA7723560	Generic.1.0	PRJEB42019	Gb0297366	Gs0154244	marine reef biome	marine reef biome [ENVO:01000029]	False	True	coral reef	coral reef [ENVO:00000150]	False	True	sea water	sea water [ENVO:00002149]	False	True
SAMEA7723561	Generic.1.0	PRJEB42019	Gb0315465	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7723562	Generic.1.0	PRJEB42019	Gb0315466	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7723563	Generic.1.0	PRJEB42019	Gb0315467	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7723564	Generic.1.0	PRJEB42019	Gb0315468	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7723565	Generic.1.0	PRJEB42019	Gb0315469	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7723566	Generic.1.0	PRJEB42019	Gb0315470	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7723567	Generic.1.0	PRJEB42019	Gb0315471	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7723568	Generic.1.0	PRJEB42019	Gb0315472	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7723569	Generic.1.0	PRJEB42019	Gb0315473	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7723570	Generic.1.0	PRJEB42019	Gb0315474	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7723571	Generic.1.0	PRJEB42019	Gb0315475	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7723572	Generic.1.0	PRJEB42019	Gb0315476	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7723573	Generic.1.0	PRJEB42019	Gb0315477	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7723574	Generic.1.0	PRJEB42019	Gb0315478	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7723575	Generic.1.0	PRJEB42019	Gb0315479	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7723576	Generic.1.0	PRJEB42019	Gb0315480	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7723577	Generic.1.0	PRJEB42019	Gb0315481	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7723578	Generic.1.0	PRJEB42019	Gb0315482	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7723579	Generic.1.0	PRJEB42019	Gb0315483	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7723580	Generic.1.0	PRJEB42019	Gb0315484	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7723581	Generic.1.0	PRJEB42019	Gb0315485	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7723582	Generic.1.0	PRJEB42019	Gb0315486	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7723583	Generic.1.0	PRJEB42019	Gb0315487	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7723584	Generic.1.0	PRJEB42019	Gb0315488	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7723585	Generic.1.0	PRJEB42019	Gb0315489	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7723586	Generic.1.0	PRJEB42019	Gb0315490	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7723587	Generic.1.0	PRJEB42019	Gb0315491	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7723588	Generic.1.0	PRJEB42019	Gb0315492	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7723589	Generic.1.0	PRJEB42019	Gb0315493	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7723590	Generic.1.0	PRJEB42019	Gb0315494	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7723591	Generic.1.0	PRJEB42019	Gb0315495	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7723592	Generic.1.0	PRJEB42019	Gb0315496	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7723593	Generic.1.0	PRJEB42019	Gb0315497	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7723594	Generic.1.0	PRJEB42019	Gb0315498	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
